AI: meanAI
Ultimatum (3-person)-Court,5
Conversation Flirt (Direct)-Embarrass Self,2
Share Feelings-Reminisce (3-person),3
Reminisce (3-person)-Court,6
Reminisce (3-person)-Fueling the Fire,4
Flatter (3-person)-Blame,9
Blame-Conversation Flirt (Direct),1
Endear (3-person)-Share Feelings,3
Encourage-Conversation Flirt (Direct),4
Declare Rivalry-Physical Flirt (light),3
Court-Request Item,8
Break Up-Ultimatum (3-person),1
Declare Rivalry (3-person)-Encourage,12
Confide In-Declare Rivalry,4
Break up (3-person)-Talk Up Other (3-person),1
Give Gift (Item)-Envy,2
Envy-Petty Argument,2
Confide In-Revelation (3-person),5
Find Faults-Reminisce (3-person),10
Council-Break up (3-person),12
Confide In-Offer Drink (Item),3
Offer Drink (Item)-Share Feelings,1
Talk Up Other (3-person)-Request Item,3
Break up (3-person)-Declare Rivalry,2
Break up (3-person)-Express Disappointment (3-person),3
Declare Rivalry-Break up (3-person),6
Petty Argument-Embarrass,1
Embarrass-Accentuate the Negative (3-person),1
Discuss (Item)-Backstab (3-person),7
Backstab (3-person)-Flatter (3-person),2
Blame-Break up (3-person),12
Ultimatum (3-person)-Blame,3
Conversation Flirt (Direct)-Compliment,10
Accentuate the Negative (3-person)-Talk Up Other (3-person),1
Talk Up Other (3-person)-Give Gift (Item),1
Accentuate the Negative (3-person)-Give Gift (Item),6
Confide In-Embarrass Self,4
Give Gift (Item)-Encourage,1
Encourage-Compliment,1
Petty Argument-Council,2
Flatter (3-person)-Expose Secret (3-person),6
Expose Secret (3-person)-Declare Rivalry (3-person),3
Court-Reminisce (3-person),5
Embarrass Self-Declare Rivalry,5
Revelation (3-person)-Petty Argument,2
Talk Up Other (3-person)-Petty Argument,4
Embarrass Self-Give Gift (Item),1
Request Item-Break up (3-person),12
Blame-Accentuate the Negative (3-person),1
Accentuate the Negative (3-person)-Conversation Flirt (Direct),17
Reminisce (3-person)-Find Faults,14
Encourage-Share Feelings,9
Court-Declare Rivalry,3
Encourage-Council,4
Share Feelings-Offer Drink (Item),1
Offer Drink (Item)-Flatter (3-person),2
Share Feelings-Encourage,4
Encourage-Court,10
Ultimatum (3-person)-Share Feelings,2
Encourage-Reminisce (3-person),1
Reminisce (3-person)-Bad Council,5
Backstab (3-person)-Court,1
Express Disappointment (3-person)-Council,3
Break Up-Revelation (3-person),1
Accentuate the Negative (3-person)-Express Disappointment (3-person),9
Physical Flirt (light)-Break up (3-person),3
Conversation Flirt (Direct)-Break up (3-person),7
Compliment-Petty Argument,3
Court-Endear (3-person),4
Reminisce (3-person)-Endear (3-person),2
Reminisce (3-person)-Flatter (3-person),13
Give Gift (Item)-Request Item,10
Break Up-Compliment,1
Give Romantic Gift (Item)-Petty Argument,1
Compliment-Envy,4
Envy-Break up (3-person),1
Expose Secret (3-person)-Petty Argument,2
Encourage-Express Disappointment (3-person),1
Council-Accentuate the Negative (3-person),5
Offer Drink (Item)-Fueling the Fire,6
