AI: questfinisherAI
Ask Out-Ultimatum (3-person),2
Bad Council-Reminisce (3-person),1
Reminisce (3-person)-Fueling the Fire,1
Discuss (Item)-Embarrass Self,1
Truce (3-person)-Give Gift (Item),1
Declare Rivalry-Break Up,1
Revelation (3-person)-Truce (3-person),1
Revelation (3-person)-Confide In,1
Council-Ask Out,1
Give Gift (Item)-Conversation Flirt (Direct),1
Give Gift (Item)-Endear (3-person),1
Bad Council-Endear (3-person),2
Ask Out-Council,1
Compliment-Embarrass Self,1
Embarrass Self-Ask Out (3-person),1
Envy-Ask Out (3-person),1
Talk Up Other (3-person)-Encourage,1
Share Feelings-Embarrass Self,2
Embarrass Self-Share Feelings,1
Give Gift (Item)-Truce (3-person),1
Fueling the Fire-Endear (3-person),1
Endear (3-person)-Apologize,1

